sentence,labels
'Agar tum aa sako to' Aman Zain ne kaha 'kal subha hi chalein'.,O O O O O B-PER I-PER O O O O O O
"Ahmed Sadia kal sham ko final exam attend karega, waqt 10:00 AM.",B-PER I-PER O B-DATE O B-EVENT I-EVENT O O O O O
Beenish Arsalan ki tabiyat theek nahi hai - doctor bula lo.,B-PER I-PER O O O O O O O O O
"Jab Tania Irfan ghar pohoncha, usne dekha ke Hassan wahan pehle se maujood tha; dono gaye.",O B-PER I-PER O O O O O B-PER O O O O O O O
"Lubna Tahir ne apna tablet sell kar diya aur naya phone liya, refund pending.",B-PER B-PER O O B-PRODUCT O O O O O O O O O
Beenish Ayesha ne apna Nikon camera repair karwaya para abhi faulty hai.,B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O
Junaid - Gulberg - aj; short note.,B-PER O B-LOC O O O O
Waseem ke pass Peshawar jaegi aur jakr parhai kregi.,B-PER O O B-LOC O O O O O
"Phone: motorcycle, bought by Nadia. Delivery expected next week.",O B-PRODUCT O O B-PER O O O O
Rabiya Nawal ne apna Nikon camera repair karwaya par abhi faulty hai.,B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O
"Arshad Minahil ki shaadi 15/08/2023 ko hai, invitation sent.",B-PER I-PER O O B-DATE O O O O
Subha subha Rabiya Nawal North Karachi pohoncha; phir hotel check-in ki aur rest liya.,O O B-PER I-PER B-LOC I-LOC O O O O O O O O
Karachi Press (North Branch) ne notice issue ki - please read.,B-ORG I-ORG O O O O O O O O O
Aaj Zubair ne project submit kiya; supervisor ne appreciate kiya.,O B-PER O O O O O O O O
Kya tumne Sajida ka message dekha? woh Lahore me hain and unreachable.,O O B-PER O O O O B-LOC O O O O
Subha subha Qudsia Gujranwala pohoncha; phir hotel check-in ki aur rest liya.,O O B-PER B-LOC O O O O O O O O
Adil ki company International School ke sath partnership sign kar rahi hai; press release will follow.,B-PER O O B-ORG I-ORG O O O O O O O O O O O
Usman Sajid ne apna iPhone 12 repair karwaya par abhi faulty hai.,B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O
"Khadija Bushra ne apna second-hand laptop sell kar diya aur naya phone liya, refund pending.",B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O O O O
"Zainab Maria ne kal Gulberg se call ki aur bola, 'main late aaon ga'.",B-PER I-PER O O B-LOC O O O O O O O O O
"International School ka CEO Aftab hai aur woh aaj press conference karenge, media invited.",B-ORG I-ORG O O B-PER O O O O O O O O O
Subha subha Bilal Bashir Multan pohoncha; phir hotel check-in ki aur rest liya.,O O B-PER I-PER B-LOC O O O O O O O O
"Haroon Rabia (jo Dr. hai) Peshawar se wapas aaega, phir apna laptop check karega.",B-PER I-PER O O O B-LOC O O O O O O O O
Mira ne apni behn ke liye Nikon camera kharida aur gift diya.,B-PER O O O O O B-PRODUCT I-PRODUCT O O O O
Mahnoor Asad aur Farah aj shopping mall gaye - parking paid thi.,B-PER I-PER O B-PER O O O O O O O O
Veena Shanzay kal Model Town Lahore me match dekhne jaega; tickets book karlo.,B-PER I-PER O B-LOC I-LOC I-LOC O O O O O O O
"University ka CEO Iqra Ehsan hai aur woh aaj press conference karenge, media invited.",B-ORG O O B-PER I-PER O O O O O O O O O
Shameem Javeria ke pass Faisalabad travel kar rhi hai; accommodation arranged.,B-PER I-PER O O B-LOC O O O O O O
Waseem se Quetta jaegi aur jakr parhai kregi.,B-PER O B-LOC O O O O O
Mariam ne wedding attend kiya aur report submit ki.,B-PER O B-EVENT O O O O O O
Hamza aur Waseem Rameez aj market gaye thay; phir cafe me coffee pi.h,B-PER O B-PER I-PER O O O O O O O O O
Rabiya ko car pasand aaya lekin price zyada tha.,B-PER O B-PRODUCT O O O O O O
Pervaiz ne car kharida lekin delivery delay ho gayi.,B-PER O B-PRODUCT O O O O O O
Yumna ne book ghar bheja; tracking no. ABC123.,B-PER O B-PRODUCT O O O O O
Junaid Pervaiz ne motorcycle ghar bheja; tracking no. ABC123.,B-PER I-PER O B-PRODUCT O O O O O
Rana ne electric scooter kharida lekin delivery delay ho gayi.,B-PER O B-PRODUCT I-PRODUCT O O O O O O
Gulzar ne book ghar bheja; tracking no. ABC123.,B-PER O B-PRODUCT O O O O O
Ahmed Sadia aur Bilal Bashir aj market gaye thay; phir cafe me coffee pi.,B-PER I-PER O B-PER I-PER O O O O O O O O O
Veena ko motorcycle pasand aaya lekin price zyada tha.,B-PER O B-PRODUCT O O O O O O
'Agar tum aa sako to' Komal Umair ne kaha 'kal subha hi chalein'.,O O O O O B-PER I-PER O O O O O O
Rabiya Nawal aur Rashid aj shopping mall gaye - parking paid thi.,B-PER I-PER O B-PER O O O O O O O O
Imran Zeeshan ne Beenish ko birthday wish ki via WhatsApp message.,B-PER I-PER O B-PER O O O O O O O
Tania ko book pasand aaya lekin price zyada tha.,B-PER O B-PRODUCT O O O O O O
Subhan ne festival attend kiya aur report submit ki.,B-PER O B-EVENT O O O O O O
Zainab Imran aj PTCL me kaam krta hai aur meeting rakhni thi.,B-PER I-PER O B-ORG O O O O O O O O
Beenish Arsalan ki company National University ke sath partnership sign kar rahi hai; press release will follow.a,B-PER I-PER O O B-ORG I-ORG O O O O O O O O O O O
Farah Tania ne second-hand laptop kharida lekin delivery delay ho gayi.,B-PER I-PER O B-PRODUCT I-PRODUCT O O O O O O
Subhan ne PK Telecom me job start ki aur onboarding chal rahi hai.,B-PER O B-ORG I-ORG O O O O O O O O O
Shanzay Arshad aur Qasim Omar aj market gaye thay; phir cafe me coffee pi.,B-PER I-PER O B-PER I-PER O O O O O O O O O
Kya tumne Ghazanfar ka message dekha? woh Islamabad me hain and unreachable.,O O B-PER O O O O B-LOC O O O O
Nadia Junaid ki tabiyat theek nahi hai - doctor bula lo.,B-PER I-PER O O O O O O O O O
Haroon ne online second-hand laptop order kiya aur delivery pending hai - tracking shows delay.,B-PER O O B-PRODUCT I-PRODUCT O O O O O O O O O O
Mahnoor se Peshawar se wapas aa rha tha jab traffic jam ho gaya.,B-PER O B-LOC O O O O O O O O O O
Arsalan Bushra aur Iqra aj market gaye thay; phir cafe me coffee pi.,B-PER I-PER O B-PER O O O O O O O O O
'Agar tum aa sako to' Zainab ne kaha 'kal subha hi chalein'.,O O O O O B-PER O O O O O O
Saima Kashif fruit bana rhi hai kyunki unko healthy rehna hai.,B-PER I-PER O O O O O O O O O
Asad ne Khalil ko birthday wish ki via WhatsApp message.,B-PER O B-PER O O O O O O O
'Agar tum aa sako to' Dua ne kaha 'kal subha hi chalein'.,O O O O O B-PER O O O O O O
'Agar tum aa sako to' Rameez ne kaha 'kal subha hi chalein'.,O O O O O B-PER O O O O O O
Kya Fahad ko pata hai ke Gulberg me exam cancel hogaya? ye serious issue hai.,O B-PER O O O O B-LOC O O O O O O O O
Nida ki tabiyat theek? kal check karwalo; doctor appointment set hai.,B-PER O O O B-DATE O O O O O O
Umar library me assignment likh rhi thi jab bijli chali gayi.,B-PER O O O O O O O O O O
City College (North Branch) ne notice issue ki - please read.,B-ORG I-ORG O O O O O O O O O
'Agar tum aa sako to' Bushra Khadija ne kaha 'kal subha hi chalein'.,O O O O O B-PER I-PER O O O O O O
"Ahmed Shahroz ne Muzammil ko book gift kiya, dono khush.",B-PER I-PER O B-PER O B-PRODUCT O O O O
"Umar ne kal Lahore se call ki aur bola, 'main late aaon ga'.",B-PER O O B-LOC O O O O O O O O O
Minahil Imran university me khana kha rha tha.,B-PER I-PER O O O O O O
"Veena ne apna USB phone sell kar diya aur naya phone liya, refund pending.",B-PER O O B-PRODUCT I-PRODUCT O O O O O O O O O
Kya Umar Dua ko pata hai ke Pindi Cantt me exam cancel hogaya? ye serious issue hai.,O B-PER I-PER O O O O B-LOC I-LOC O O O O O O O O
"Javeria Khalid kal kal ko match attend karega, waqt 10:00 AM.",B-PER I-PER B-DATE O O B-EVENT O O O O O
"Mira Owais aur unki team ne open house organize kiya, jisme staff shamil thay aur media cover karegi.",B-PER I-PER O O O O B-EVENT I-EVENT O O O O O O O O O O
"Qudsia aur unki team ne blood drive organize kiya, jisme staff shamil thay aur media cover karegi.",B-PER O O O O B-EVENT I-EVENT O O O O O O O O O O
Ghazanfar Farah aj City Hospital me kaam krta hai aur meeting rakhni thi.,B-PER I-PER O B-ORG I-ORG O O O O O O O O
Hira ne apni behn ke liye camera kharida aur gift diya.,B-PER O O O O O B-PRODUCT O O O O
"Phone: camera, bought by Rabia Mariam. Delivery expected next week.",O B-PRODUCT O O B-PER I-PER O O O O
Rabia Mariam aj City College me kaam krta hai aur meeting rakhni thi.,B-PER I-PER O B-ORG I-ORG O O O O O O O O
Rashid ne camera kharida lekin delivery delay ho gayi.,B-PER O B-PRODUCT O O O O O O
"Phone: book, bought by Bashir. Delivery expected next week.",O B-PRODUCT O O B-PER O O O O
Bilqis ko USB phone pasand aaya lekin price zyada tha.,B-PER O B-PRODUCT I-PRODUCT O O O O O O
Kya Mahnoor Imran ko pata hai ke Islamabad me exam cancel hogaya? ye serious issue hai.,O B-PER I-PER O O O O B-LOC O O O O O O O O
Sana ne apna car repair karwaya par abhi faulty hai.,B-PER O O B-PRODUCT O O O O O O
"Sana Ehsan ne Hafsa Ibrahim ko iPhone 12 gift kiya, dono khush.",B-PER I-PER O B-PER I-PER O B-PRODUCT I-PRODUCT O O O O
Yumna se Korangi Industrial Area se wapas aa rha tha jab traffic jam ho gaya.,B-PER O B-LOC I-LOC I-LOC O O O O O O O O O O
Areeba ki meeting 3-Jan ko National University me scheduled hai - confirm karo.,B-PER O O B-DATE O B-ORG I-ORG O O O O O O
Rana ne blood drive attend kiya aur report submit ki.,B-PER O B-EVENT I-EVENT O O O O O O
Khalid library me assignment likh rhi thi jab bijli chali gayi.,B-PER O O O O O O O O O O
Ahmed Hafsa ko car pasand aaya lekin price zyada tha.,B-PER I-PER O B-PRODUCT O O O O O O
Rabiya Nawal ne apni behn ke liye electric scooter kharida aur gift diya.,B-PER I-PER O O O O O B-PRODUCT I-PRODUCT O O O O
Waseem Rameez ki company Careem ke sath partnership sign kar rahi hai; press release will follow.,B-PER I-PER O O B-ORG O O O O O O O O O O O
"Jab Sajid ghar pohoncha, usne dekha ke Noreen wahan pehle se maujood tha; dono gaye.",O B-PER O O O O O B-PER O O O O O O O
Javeria aur Irfan Sara aj market gaye thay; phir cafe me coffee pi.,B-PER O B-PER I-PER O O O O O O O O O
"Vaseem kal kal ko wedding attend karega, waqt 10:00 AM.",B-PER B-DATE O O B-EVENT O O O O O
Subhan ne City Hospital me job start ki aur onboarding chal rahi hai.,O O B-ORG I-ORG O O O O O O O O O
"Arsalan Rumi school ki meeting me shamil tha, principal ne bola.",B-PER I-PER O O O O O O O O O
Aaj Qudsia ne project submit kiya; supervisor ne appreciate kiya.,O B-PER O O O O O O O O
Umair university me khana kha rha tha.,B-PER O O O O O O
"Khalil kal kal ko concert attend karega, waqt 10:00 AM.",B-PER B-DATE O O B-EVENT O O O O O
Laila Kiran ne second-hand laptop ghar bheja; tracking no. ABC123.,B-PER I-PER O B-PRODUCT I-PRODUCT O O O O O
"Mahnoor ne apna iPhone 12 sell kar diya aur naya phone liya, refund pending.",B-PER O O B-PRODUCT I-PRODUCT O O O O O O O O O
Hira apni dost ke sath Faisalabad jaegi kyunki shopping zaroori thi.,B-PER O O O O B-LOC O O O O O
Subhan ne Sindh Education Board me job start ki aur onboarding chal rahi hai.,O O B-ORG I-ORG I-ORG O O O O O O O O O
"Phone: laptop, bought by Sara. Delivery expected next week.",O B-PRODUCT O O B-PER O O O O
"Zubair Rabiya ne apna phone sell kar diya aur naya phone liya, refund pending.",B-PER I-PER O O B-PRODUCT O O O O O O O O O
Komal Umair ne second-hand laptop kharida lekin delivery delay ho gayi.,B-PER I-PER O B-PRODUCT I-PRODUCT O O O O O O
Kya tumne Arsalan Lubna ka message dekha? woh Islamabad Sector G-8 meh hain and unreachable.,O O B-PER I-PER O O O O B-LOC I-LOC I-LOC O O O O
Javeria Umar se Quetta se wapas aa rha tha jab traffic jam ho gaya.,B-PER B-PER O B-LOC O O O O O O O O O O
Aaj Bilqis Beenish ne project submit kiya; supervisor ne appreciate kiya.,O B-PER I-PER O O O O O O O O
"Bilqis ka address: House No. 5, Old Lahore; phone 042-111222333.",B-PER O O O O O O O O O
Muzammil ne apna second-hand laptop repair karwaya par abhi faulty hai.,B-PER O O B-PRODUCT I-PRODUCT O O O O O O
"Nawal (jo Dr. hai) DHA Karachi se wapas aaega, phir apna laptop check karega.",B-PER O O O B-LOC I-LOC O O O O O O O O
"Maaz (jo Dr. hai) Korangi Industrial Area se wapas aaega, phir apna laptop check karega.",B-PER O O O B-LOC I-LOC I-LOC O O O O O O O O
"Erum school ki meeting me shamil tha, principal ne bola.",B-PER O O B-EVENT O O O O O O
Yasir aur Sadia Noreen aj shopping mall gaye - parking paid thi.,B-PER O B-PER I-PER O O O O O O O O
Rida ne blood drive attend kiya aur report submit ki.,B-PER O B-EVENT I-EVENT O O O O O O
Research Center ka office Sialkot me hai; contact number 0300-1234567.,B-ORG I-ORG O O B-LOC O O O O O
Adeel Khalil aur Mahnoor aj shopping mall gaye - parking paid thi.,B-PER I-PER O B-PER O O O O O O O O
"Laila Kiran ne kal Pindi Cantt se call ki aur bola, 'main late aaon ga'.",B-PER I-PER O O B-LOC I-LOC O O O O O O O O O
HBL (North Branch) ne notice issue ki - please read.,B-ORG O O O O O O O O O
Aaj Ali Haroon ne project submit kiya; supervisor ne appreciate kiya.,O B-PER I-PER O O O O O O O O
"Noor kal sham ko sports day attend karega, waqt 10:00 AM.",B-PER O B-DATE O B-EVENT I-EVENT O O O O O
Dua se DHA Karachi travel kar rhi hai; accommodation arranged.,B-PER O B-LOC I-LOC O O O O O O
Ibrahim ki meeting 25 Dec ko PK Telecom me scheduled hai - confirm karo.,B-PER O B-EVENT B-DATE I-DATE O B-ORG I-ORG O O O O O O
"Farah kal 15 Aug ko festival attend karega, waqt 10:00 AM.",B-PER O B-DATE I-DATE O B-EVENT O O O O O
Subha subha Bashir Samir Islamabad Sector G-8 pohoncha; phir hotel check-in ki aur rest liya.,O O B-PER I-PER B-LOC I-LOC I-LOC O O O O O O O O
Sajid ne festival attend kiya aur report submit ki.,B-PER O B-EVENT O O O O O O
"Hafsa Ibrahim ki shaadi parso ko hai, invitation sent.",B-PER I-PER O O B-DATE O O O O
Erum Bashir se Defense Phase II jaegi aur jakr parhai kregi.,B-PER I-PER O B-LOC I-LOC I-LOC O O O O O
Hira Komal ne online phone order kiya aur delivery pending hai - tracking shows delay.,B-PER I-PER O O B-PRODUCT O O O O O O O O O O
Minahil ne apni behn ke liye second-hand laptop kharida aur gift diya.,B-PER O O O O O B-PRODUCT I-PRODUCT O O O O
Arsalan Rumi ke pass Peshawar travel kar rhi hai; accommodation arranged.,B-PER I-PER O O B-LOC O O O O O O
Rana Shameem ko USB phone pasand aaya lekin price zyada tha.,B-PER I-PER O B-PRODUCT I-PRODUCT O O O O O O
Irfan ne camera kharida lekin delivery delay ho gayi.,B-PER O B-PRODUCT O O O O O O
"Nadia Sania (jo Dr. hai) Gulberg se wapas aaega, phir apna laptop check karega.",B-PER I-PER O O O B-LOC O O O O O O O O
Noman ne kaha: 'Main 15-Aug ko wapas aaon ga.' aur sab hans pade.,B-PER O O O O O O O O O O O O
Ghazanfar ne Bilal ko birthday wish ki via WhatsApp message.,B-PER O B-PER O O O O O O O
Aaj Danish ne project submit kiya; supervisor ne appreciate kiya.,O B-PER O O O O O O O O
Khalil ne blood drive attend kiya aur report submit ki.,B-PER O B-EVENT I-EVENT O O O O O O
Usman Sajid ki tabiyat theek? kal check karwalo; doctor appointment set hai.,B-PER I-PER O O O O O O O O O O
Laila - Peshawar - aj; short note.,B-PER O B-LOC O O O O
"Danish ne kal Sialkot se call ki aur bola, 'main late aaon ga'.",B-PER O O B-LOC O O O O O O O O O
Tahir fruit bana rhi hai kyunki unko healthyh rehna hai.,B-PER O O O O O O O O O
"Waseem Rameez ne apna iPhone 12 sell kar diya aur naya phone liya, refund pending.",B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O O O O
Aftab Sarfaraz ne apna laptop repair karwayah par abhi faulty hai.,B-PER I-PER O O B-PRODUCT O O O O O O
Mehreen Pervaiz ne kaha: 'Main 15-Aug ko wapas aaon ga.' aur sab hans pade.,B-PER I-PER O O O O O O O O O O O O
Hassan ko second-hand laptop pasand aaya lekin price zyada tha.,B-PER O B-PRODUCT I-PRODUCT O O O O O O
Iqra Khadija ko book pasand aaya lekin price zyada tha.,B-PER I-PER O B-PRODUCT O O O O O O
Kal Umair subha open house me jaega aur uske baad class hogi.,O B-PER O B-EVENT I-EVENT O O O O O O O
Ehsan Khadija apni dost ke sath North Karachi jaegi kyunki shopping zaroori thi.,B-PER I-PER O O O O B-LOC I-LOC O O O O O
Sarfaraz ne Mehreen Pervaiz ko birthday wish ki via WhatsApp message.,B-PER O B-PER I-PER O O O O O O O
Rabiya ne wedding attend kiya aur report submit ki.,B-PER O B-EVENT O O O O O O
Zainab Maria - Rawalpindi - aj; short note.,B-PER I-PER O B-LOC O O O O
Sadia Noreen ki tabiyat theek nahi hai - doctor bula lo.,B-PER I-PER O O O O O O O O O
Noman aur Rashid aj market gaye thay; phir cafe me coffee pi.,B-PER O B-PER O O O O O O O O O
Gulzar Laila ko laptop pasand aaya lekin price zyada tha.,B-PER I-PER O B-PRODUCT O O O O O O
Subhan ne HBL me job start ki aur onboarding chal rahi hai.,O O B-ORG O O O O O O O O O
"Sajida ne apna tablet sell kar diya aur naya phone liya, refund pending.",B-PER O O B-PRODUCT O O O O O O O O O
Nida Rimsha fruit bana rhi hai kyunki unko healthy rehna hai.,B-PER I-PER O O O O O O O O O
Adeel Khalil ne kaha: 'Main 15-Aug ko wapas aaon ga.' aur sab hans pade.,B-PER I-PER O O O O O O O O O O O O
Sarfaraz aur Waseem Sajid aj shopping mall gaye - parking paid thi.,B-PER O B-PER I-PER O O O O O O O O
Zain ne kaha: 'Main 15-Aug ko wapas aaon ga.' aur sab hans pade.,B-PER O O O O O O O O O O O O
Fahad Danish apni dost ke sath Lahore jaegi kyunki shopping zaroori thi.,B-PER I-PER O O O O B-LOC O O O O O
Cyrus Bilqis ki meeting subha ko Careem me scheduled hai - confirm karo.,B-PER I-PER O O B-DATE O B-ORG O O O O O O
"Warda Beenish ne apna USB phone sell kar diya aur naya phone liya, refund pending.",B-PER I-PER O O B-PRODUCT I-PRODUCT O O O O O O O O O
Rana library me assignment likh rhi thi jab bijli chali gayi.,B-PER O O O O O O O O O O
Kal Fizza Sarfaraz subha hackathon me jaega aur uske baad class hogi.,O B-PER I-PER B-DATE B-EVENT O O O O O O O
Bilqis Beenish ko tablet pasand aaya lekin price zyada tha.,B-PER I-PER O B-PRODUCT O O O O O O
"HBL ka CEO Ayesha Subhan hai aur woh aaj press conference karenge, media invited.",B-ORG O O B-PER I-PER O O O O O B-EVENT O O O
Lubna aj International School me kaam krta hai aur meeting rakhni thi.,B-PER O B-ORG I-ORG O O O O O O O O
PTCL ka office Gulberg me hai; contact number 0300-1234567.,B-ORG O O B-LOC O O O O O
Arsalan Bushra ne second-hand laptop kharida lekin delivery delay ho gayi.,B-PER I-PER O B-PRODUCT I-PRODUCT O O O O O O
Farah ne apna motorcycle repair karwaya par abhi faulty hai.,B-PER O O B-PRODUCT O O O O O O
Kya Bilal Bashir ko pata hai ke Gujranwala me exam cancel hogaya? ye serious issue hai.,O B-PER I-PER O O O O B-LOC O O O O O O O O
"Adil school ki meeting me shamil tha, principal ne bola.",B-PER O O O O O O O O O
Kya Saima ko pata hai ke Defense Phase II me exam cancel hogaya? ye serious issue hai.,O B-PER O O O O B-LOC I-LOC I-LOC O O O O O O O O
Rumi Mira ki tabiyat theek? kal check karwalo; doctor appointment set hai.,B-PER I-PER O O O O O O O O O O
"City College ka CEO Cyrus Bilqis hai aur woh aaj press conference karenge, media invited.",B-ORG I-ORG O O B-PER I-PER O O O O O O O O O
Minahil library me assignment likh rhi thi jab bijli chali gayi.,B-PER O O O O O O O O O O
